"fips","county_name","year","month","fecund_population","birth_count","date","days_in_month","days_in_year","stage_id","birth_rate_monthly","birth_rate"
"40017","canadian",1997,11,18787,84,1997-11-15,30,365,2,4.47117687762815,54.3993186778091
"40017","canadian",1997,12,18791,86,1997-12-15,31,365,2,4.5766590389016,53.8864693290027
"40017","canadian",1998,1,18796,77,1998-01-15,31,365,2,4.09661630134071,48.2343532254632
"40017","canadian",1998,2,18799,70,1998-02-15,28,365,2,3.7236023192723,48.5398159476568
"40017","canadian",1998,3,18804,92,1998-03-15,31,365,2,4.89257604764944,57.6061373352272
"40017","canadian",1998,4,18808,103,1998-04-15,30,365,2,5.476393024245,66.6294484616475
"40017","canadian",1998,5,18811,96,1998-05-15,31,365,2,5.10339694859391,60.0883834269928
"40017","canadian",1998,6,18816,88,1998-06-15,30,365,2,4.67687074829932,56.9019274376417
"40017","canadian",1998,7,18820,99,1998-07-15,31,365,2,5.26036131774708,61.9365122896027
"40017","canadian",1998,8,18823,103,1998-08-15,31,365,2,5.47202890081283,64.4287273805382
"40017","canadian",1998,9,18828,97,1998-09-15,30,365,2,5.15190142341194,62.6814673181786
"40017","canadian",1998,10,18832,72,1998-10-15,31,365,2,3.8232795242141,45.0160331076822
"40017","canadian",1998,11,18835,75,1998-11-15,30,365,2,3.98194850013273,48.4470400849482
"40017","canadian",1998,12,18840,87,1998-12-15,31,365,2,4.61783439490446,54.3712759400041
"40017","canadian",1999,1,18844,81,1999-01-15,31,365,2,4.29845043515177,50.6107873816257
"40017","canadian",1999,2,18862,83,1999-02-15,28,365,2,4.40038171986004,57.3621188481755
"40017","canadian",1999,3,18880,80,1999-03-15,31,365,2,4.23728813559322,49.8906506287589
"40017","canadian",1999,4,18898,75,1999-04-15,30,365,2,3.9686739337496,48.2855328606202
"40017","canadian",1999,5,18916,93,1999-05-15,31,365,2,4.9164728272362,57.887502643265
"40017","canadian",1999,6,18934,80,1999-06-15,30,365,2,4.22520333791064,51.4066406112461
"40017","canadian",1999,7,18953,95,1999-07-15,31,365,2,5.01239909249195,59.0169570567601
"40017","canadian",1999,8,18971,94,1999-08-15,31,365,2,4.95493121079542,58.3403190948494
"40017","canadian",1999,9,18989,94,1999-09-15,30,365,2,4.95023434620043,60.2278512121053
"40017","canadian",1999,10,19007,85,1999-10-15,31,365,2,4.47203661808807,52.6546246968434
"40017","canadian",1999,11,19025,82,1999-11-15,30,365,2,4.31011826544021,52.4397722295226
"40017","canadian",1999,12,19043,104,1999-12-15,31,365,2,5.46132437116001,64.3026901765614
"40027","cleveland",1990,1,46429,163,1990-01-15,31,365,1,3.51073682396778,41.3360948628464
"40027","cleveland",1990,2,46477,166,1990-02-15,28,365,1,3.5716591002001,46.5591275561799
"40027","cleveland",1990,3,46525,196,1990-03-15,31,365,1,4.21278882321333,49.6021909829956
"40027","cleveland",1990,4,46574,170,1990-04-15,30,365,1,3.65010520891485,44.4096133751306
"40027","cleveland",1990,5,46622,169,1990-05-15,31,365,1,3.62489811676891,42.680252020021
"40027","cleveland",1990,6,46671,173,1990-06-15,30,365,1,3.70679865441066,45.0993836286631
"40027","cleveland",1990,7,46719,215,1990-07-15,31,365,1,4.60198206297224,54.1846275156409
"40027","cleveland",1990,8,46767,203,1990-08-15,31,365,1,4.34066756473582,51.1078600364056
"40027","cleveland",1990,9,46816,170,1990-09-15,30,365,1,3.63123718386876,44.1800524037366
"40027","cleveland",1990,10,46864,187,1990-10-15,31,365,1,3.99026971662684,46.9822079538321
"40027","cleveland",1990,11,46913,204,1990-11-15,30,365,1,4.34847483639929,52.9064438428581
"40027","cleveland",1990,12,46961,163,1990-12-15,31,365,1,3.47096526905304,40.86781687756
"40027","cleveland",1991,1,47010,183,1991-01-15,31,365,1,3.89278876834716,45.8344484015069
"40027","cleveland",1991,2,47034,165,1991-02-15,28,365,1,3.5081005230259,45.7305961037304
"40027","cleveland",1991,3,47058,174,1991-03-15,31,365,1,3.69756470738238,43.5358425224054
"40027","cleveland",1991,4,47083,201,1991-04-15,30,365,1,4.26905677208334,51.940190727014
"40027","cleveland",1991,5,47107,199,1991-05-15,31,365,1,4.22442524465578,49.7392004612697
"40027","cleveland",1991,6,47131,184,1991-06-15,30,365,1,3.90401222125565,47.4988153586104
"40027","cleveland",1991,7,47156,233,1991-07-15,31,365,1,4.94104673848503,58.1768406305495
"40027","cleveland",1991,8,47180,190,1991-08-15,31,365,1,4.02713013988978,47.4162097116055
"40027","cleveland",1991,9,47204,230,1991-09-15,30,365,1,4.8724684348784,59.2816992910205
"40027","cleveland",1991,10,47229,188,1991-10-15,31,365,1,3.9806051366745,46.8684153189094
"40027","cleveland",1991,11,47253,170,1991-11-15,30,365,1,3.59765517533278,43.7714712998822
"40027","cleveland",1991,12,47277,217,1991-12-15,31,365,1,4.58996975273389,54.0431922499313
"40027","cleveland",1992,1,47302,210,1992-01-15,31,366,1,4.43955858103251,52.4154335696097
"40027","cleveland",1992,2,47349,181,1992-02-15,29,366,1,3.82267840925891,48.2448378547848
"40027","cleveland",1992,3,47397,177,1992-03-15,31,366,1,3.73441357047914,44.0901731224312
"40027","cleveland",1992,4,47444,194,1992-04-15,30,366,1,4.08903127898154,49.8861816035747
"40027","cleveland",1992,5,47492,179,1992-05-15,31,366,1,3.76905584098374,44.4991754129049
"40027","cleveland",1992,6,47539,202,1992-06-15,30,366,1,4.24914280906203,51.8395422705568
"40027","cleveland",1992,7,47587,194,1992-07-15,31,366,1,4.07674364847542,48.1318766239356
"40027","cleveland",1992,8,47635,205,1992-08-15,31,366,1,4.30355830796683,50.8097529263181
"40027","cleveland",1992,9,47682,195,1992-09-15,30,366,1,4.08959355731723,49.8930413992702
"40027","cleveland",1992,10,47730,173,1992-10-15,31,366,1,3.62455478734549,42.7931307151112
