"Fips","CountyName","Year","Month","FecundPopulation","BirthCount","Date","DaysInMonth","DaysInYear","StageID","BirthRateMonthly","BirthRate"
40143,"tulsa",1993,9,123126,781,1993-09-15,30,365,1,6.42142998092482,78.1273981012519
40143,"tulsa",1993,10,123085.75,722,1993-10-15,31,365,1,5.93632835624548,69.8954790332129
40143,"tulsa",1993,11,123045.5,688,1993-11-15,30,365,1,5.65677826744721,68.8241355872744
40143,"tulsa",1993,12,123005.25,749,1993-12-15,31,365,1,6.15832401499704,72.5092988862555
40143,"tulsa",1994,1,122965,681,1994-01-15,31,365,1,5.59922383740051,65.9263451822964
40143,"tulsa",1994,2,122917.5,641,1994-02-15,28,365,1,5.27034137999079,68.7026644177371
40143,"tulsa",1994,3,122870,721,1994-03-15,31,365,1,5.92810629481024,69.7986708905076
40143,"tulsa",1994,4,122822.5,680,1994-04-15,30,365,1,5.59100177596527,68.0238549409108
40143,"tulsa",1994,5,122775,675,1994-05-15,31,365,1,5.54989146878906,65.3454963260647
40143,"tulsa",1994,6,122727.5,688,1994-06-15,30,365,1,5.65677826744721,68.8241355872744
40143,"tulsa",1994,7,122680,674,1994-07-15,31,365,1,5.54166940735381,65.2486881833594
40143,"tulsa",1994,8,122632.5,752,1994-08-15,31,365,1,6.18299019930277,72.7997233143713
40143,"tulsa",1994,9,122585,715,1994-09-15,30,365,1,5.87877392619878,71.5250827687518
40143,"tulsa",1994,10,122537.5,707,1994-10-15,31,365,1,5.81299743471683,68.4433568926337
40143,"tulsa",1994,11,122490,595,1994-11-15,30,365,1,4.89212655396961,59.5208730732969
40143,"tulsa",1994,12,122442.5,686,1994-12-15,31,365,1,5.64033414457673,66.4103858958228
40143,"tulsa",1995,1,122395,691,1995-01-15,31,365,1,5.68144445175294,66.8944266093492
40143,"tulsa",1995,2,122467.666666667,641,1995-02-15,28,365,1,5.27034137999079,68.7026644177371
40143,"tulsa",1995,3,122540.333333333,665,1995-03-15,31,365,1,5.46767085443662,64.3774148990119
40143,"tulsa",1995,4,122613,673,1995-04-15,30,365,1,5.53344734591857,67.3236093753426
40143,"tulsa",1995,5,122685.666666667,676,1995-05-15,31,365,1,5.5581135302243,65.44230446877
40143,"tulsa",1995,6,122758.333333333,651,1995-06-15,30,365,1,5.35256199434322,65.1228375978425
40143,"tulsa",1995,7,122831,674,1995-07-15,31,365,1,5.54166940735381,65.2486881833594
40143,"tulsa",1995,8,122903.666666667,715,1995-08-15,31,365,1,5.87877392619878,69.2178220342759
40143,"tulsa",1995,9,122976.333333333,693,1995-09-15,30,365,1,5.69788857462343,69.3243109912517
40143,"tulsa",1995,10,123049,675,1995-10-15,31,365,1,5.54989146878906,65.3454963260647
40143,"tulsa",1995,11,123121.666666667,692,1995-11-15,30,365,1,5.68966651318819,69.2242759104563
40143,"tulsa",1995,12,123194.333333333,622,1995-12-15,31,365,1,5.11412221272117,60.2146647626848
40143,"tulsa",1996,1,123267,667,1996-01-15,31,366,1,5.48411497730711,64.7479381191743
40143,"tulsa",1996,2,123352.833333333,628,1996-02-15,29,366,2,5.16345458133263,65.1663578195774
40143,"tulsa",1996,3,123438.666666667,656,1996-03-15,31,366,2,5.39367230151944,63.6801310437456
40143,"tulsa",1996,4,123524.5,656,1996-04-15,30,366,2,5.39367230151944,65.8028020785371
40143,"tulsa",1996,5,123610.333333333,632,1996-05-15,31,366,2,5.1963428270736,61.3503701519013
40143,"tulsa",1996,6,123696.166666667,619,1996-06-15,30,366,2,5.08945602841544,62.0913635466684
40143,"tulsa",1996,7,123782,749,1996-07-15,31,366,2,6.15832401499704,72.7079544996425
40143,"tulsa",1996,8,123867.833333333,767,1996-08-15,31,366,2,6.30632112083141,74.4552751685257
40143,"tulsa",1996,9,123953.666666667,749,1996-09-15,30,366,2,6.15832401499704,75.1315529829639
40143,"tulsa",1996,10,124039.5,725,1996-10-15,31,366,2,5.96099454055121,70.3781936077981
40143,"tulsa",1996,11,124125.333333333,630,1996-11-15,30,366,2,5.17989870420312,63.194764191278
40143,"tulsa",1996,12,124211.166666667,688,1996-12-15,31,366,2,5.65677826744721,66.7864788995381
40143,"tulsa",1997,1,124297,695,1997-01-15,31,365,2,5.71433269749392,67.2816591801703
40143,"tulsa",1997,2,124376.083333333,665,1997-02-15,28,365,2,5.46767085443662,71.2749950667631
40143,"tulsa",1997,3,124455.166666667,699,1997-03-15,31,365,2,5.74722094323489,67.6688917509914
40143,"tulsa",1997,4,124534.25,670,1997-04-15,30,365,2,5.50878116161284,67.0235041329562
40143,"tulsa",1997,5,124613.333333333,679,1997-05-15,31,365,2,5.58277971453003,65.7327288968858
40143,"tulsa",1997,6,124692.416666667,732,1997-06-15,30,365,2,6.01854897059791,73.2256791422746
40143,"tulsa",1997,7,124771.5,796,1997-07-15,31,365,2,6.54476090245346,77.0592815934037
40143,"tulsa",1997,8,124850.583333333,769,1997-08-15,31,365,2,6.3227652437019,74.4454617403611
40143,"tulsa",1997,9,124929.666666667,776,1997-09-15,30,365,2,6.3803196737486,77.6272226972747
40143,"tulsa",1997,10,125008.75,740,1997-10-15,31,365,2,6.08432546207985,71.6380256019079
40143,"tulsa",1997,11,125087.833333333,750,1997-11-15,30,365,2,6.16654607643228,75.0263105965928
40143,"tulsa",1997,12,125166.916666667,753,1997-12-15,31,365,2,6.19121226073801,72.8965314570766
40143,"tulsa",1998,1,125246,774,1998-01-15,31,365,2,6.36387555087812,74.9295024538875
40143,"tulsa",1998,2,125314.25,675,1998-02-15,28,365,2,5.54989146878906,72.3467995038573
40143,"tulsa",1998,3,125382.5,733,1998-03-15,31,365,2,6.02677103203315,70.960368602971
40143,"tulsa",1998,4,125450.75,737,1998-04-15,30,365,2,6.05965927777412,73.7258545462518
40143,"tulsa",1998,5,125519,778,1998-05-15,31,365,2,6.39676379661909,75.3167350247086
40143,"tulsa",1998,6,125587.25,720,1998-06-15,30,365,2,5.91988423337499,72.0252581727291
40143,"tulsa",1998,7,125655.5,788,1998-07-15,31,365,2,6.47898441097152,76.2848164517614
40143,"tulsa",1998,8,125723.75,844,1998-08-15,31,365,2,6.93941985134513,81.7060724432572
40143,"tulsa",1998,9,125792,793,1998-09-15,30,365,2,6.52009471814773,79.3278190707974
40143,"tulsa",1998,10,125860.25,747,1998-10-15,31,365,2,6.14187989212655,72.3156826008449
40143,"tulsa",1998,11,125928.5,749,1998-11-15,30,365,2,6.15832401499704,74.9262755157973
40143,"tulsa",1998,12,125996.75,799,1998-12-15,31,365,2,6.56942708675919,77.3497060215195
40143,"tulsa",1999,1,126065,748,1999-01-15,31,365,2,6.1501019535618,72.4124907435502
40143,"tulsa",1999,2,126012.333333333,709,1999-02-15,28,365,2,5.82944155758732,75.9909345899775
40143,"tulsa",1999,3,125959.666666667,779,1999-03-15,31,365,2,6.40498585805433,75.4135431674139
40143,"tulsa",1999,4,125907,703,1999-04-15,30,365,2,5.78010918897586,70.3246617992063
40143,"tulsa",1999,5,125854.333333333,721,1999-05-15,31,365,2,5.92810629481024,69.7986708905076
40143,"tulsa",1999,6,125801.666666667,768,1999-06-15,30,365,2,6.31454318226666,76.826942050911
40143,"tulsa",1999,7,125749,795,1999-07-15,31,365,2,6.53653884101822,76.9624734506984
40143,"tulsa",1999,8,125696.333333333,841,1999-08-15,31,365,2,6.9147536670394,81.4156480151413
40143,"tulsa",1999,9,125643.666666667,819,1999-09-15,30,365,2,6.73386831546405,81.9287311714793
40143,"tulsa",1999,10,125591,820,1999-10-15,31,365,2,6.7420903768993,79.3826770183304
40143,"tulsa",1999,11,125538.333333333,721,1999-11-15,30,365,2,5.92810629481024,72.1252932535245
40143,"tulsa",1999,12,125485.666666667,761,1999-12-15,31,365,2,6.25698875221996,73.6709965987188
40145,"wagoner",1990,1,11095,45,1990-01-15,31,365,1,4.05588102748986,47.7547282268967
40145,"wagoner",1990,2,11101,38,1990-02-15,28,365,1,3.42496620099144,44.6468808343527
40145,"wagoner",1990,3,11107,41,1990-03-15,31,365,1,3.69535826949076,43.509863495617
40145,"wagoner",1990,4,11113,34,1990-04-15,30,365,1,3.06444344299234,37.2840618897401
40145,"wagoner",1990,5,11119,45,1990-05-15,31,365,1,4.05588102748986,47.7547282268967
40145,"wagoner",1990,6,11125,52,1990-06-15,30,365,1,4.68679585398828,57.0226828901908
40145,"wagoner",1990,7,11131,58,1990-07-15,31,365,1,5.22757999098693,61.5505386035558
40145,"wagoner",1990,8,11137,54,1990-08-15,31,365,1,4.86705723298783,57.3056738722761
40145,"wagoner",1990,9,11143,59,1990-09-15,30,365,1,5.31771068048671,64.6988132792549
40145,"wagoner",1990,10,11149,60,1990-10-15,31,365,1,5.40784136998648,63.6729709691957
40145,"wagoner",1990,11,11155,48,1990-11-15,30,365,1,4.32627309598918,52.6363226678684
40145,"wagoner",1990,12,11161,60,1990-12-15,31,365,1,5.40784136998648,63.6729709691957
40145,"wagoner",1991,1,11167,66,1991-01-15,31,365,1,5.94862550698513,70.0402680661152
40145,"wagoner",1991,2,11166.1666666667,60,1991-02-15,28,365,1,5.40784136998648,70.4950750016095
40145,"wagoner",1991,3,11165.3333333333,56,1991-03-15,31,365,1,5.04731861198738,59.428106237916
40145,"wagoner",1991,4,11164.5,54,1991-04-15,30,365,1,4.86705723298783,59.215863001352
40145,"wagoner",1991,5,11163.6666666667,53,1991-05-15,31,365,1,4.77692654348806,56.2444576894562
40145,"wagoner",1991,6,11162.8333333333,52,1991-06-15,30,365,1,4.68679585398828,57.0226828901908
40145,"wagoner",1991,7,11162,65,1991-07-15,31,365,1,5.85849481748535,68.9790518832953
40145,"wagoner",1991,8,11161.1666666667,61,1991-08-15,31,365,1,5.49797205948625,64.7341871520156
40145,"wagoner",1991,9,11160.3333333333,49,1991-09-15,30,365,1,4.41640378548896,53.732912723449
40145,"wagoner",1991,10,11159.5,74,1991-10-15,31,365,1,6.66967102298333,78.5299975286746
40145,"wagoner",1991,11,11158.6666666667,45,1991-11-15,30,365,1,4.05588102748986,49.3465525011266
40145,"wagoner",1991,12,11157.8333333333,61,1991-12-15,31,365,1,5.49797205948625,64.7341871520156
40145,"wagoner",1992,1,11157,55,1992-01-15,31,366,1,4.95718792248761,58.5267993429182
40145,"wagoner",1992,2,11172,53,1992-02-15,29,366,1,4.77692654348806,60.2881074109183
40145,"wagoner",1992,3,11187,43,1992-03-15,31,366,1,3.87561964849031,45.7573158499179
40145,"wagoner",1992,4,11202,48,1992-04-15,30,366,1,4.32627309598918,52.780531771068
40145,"wagoner",1992,5,11217,60,1992-05-15,31,366,1,5.40784136998648,63.8474174650017
40145,"wagoner",1992,6,11232,54,1992-06-15,30,366,1,4.86705723298783,59.3780982424516
40145,"wagoner",1992,7,11247,54,1992-07-15,31,366,1,4.86705723298783,57.4626757185015
40145,"wagoner",1992,8,11262,61,1992-08-15,31,366,1,5.49797205948625,64.9115410894184
40145,"wagoner",1992,9,11277,45,1992-09-15,30,366,1,4.05588102748986,49.4817485353763
40145,"wagoner",1992,10,11292,67,1992-10-15,31,366,1,6.0387561964849,71.2962828359185
40145,"wagoner",1992,11,11307,57,1992-11-15,30,366,1,5.13744930148716,62.6768814781433
40145,"wagoner",1992,12,11322,51,1992-12-15,31,366,1,4.59666516448851,54.2703048452514
40145,"wagoner",1993,1,11337,36,1993-01-15,31,365,1,3.24470482199189,38.2037825815174
40145,"wagoner",1993,2,11344.6666666667,48,1993-02-15,28,365,1,4.32627309598918,56.3960600012876
40145,"wagoner",1993,3,11352.3333333333,55,1993-03-15,31,365,1,4.95718792248761,58.366890055096
40145,"wagoner",1993,4,11360,61,1993-04-15,30,365,1,5.49797205948625,66.8919933904161
40145,"wagoner",1993,5,11367.6666666667,51,1993-05-15,31,365,1,4.59666516448851,54.1220253238163
40145,"wagoner",1993,6,11375.3333333333,43,1993-06-15,30,365,1,3.87561964849031,47.1533723899654
40145,"wagoner",1993,7,11383,50,1993-07-15,31,365,1,4.50653447498873,53.0608091409964
40145,"wagoner",1993,8,11390.6666666667,61,1993-08-15,31,365,1,5.49797205948625,64.7341871520156
40145,"wagoner",1993,9,11398.3333333333,55,1993-09-15,30,365,1,4.95718792248761,60.3124530569326
40145,"wagoner",1993,10,11406,54,1993-10-15,31,365,1,4.86705723298783,57.3056738722761
40145,"wagoner",1993,11,11413.6666666667,59,1993-11-15,30,365,1,5.31771068048671,64.6988132792549
40145,"wagoner",1993,12,11421.3333333333,58,1993-12-15,31,365,1,5.22757999098693,61.5505386035558
40145,"wagoner",1994,1,11429,49,1994-01-15,31,365,1,4.41640378548896,51.9995929581764
40145,"wagoner",1994,2,11437.4166666667,47,1994-02-15,28,365,1,4.23614240648941,55.2211420845941
40145,"wagoner",1994,3,11445.8333333333,51,1994-03-15,31,365,1,4.59666516448851,54.1220253238163
40145,"wagoner",1994,4,11454.25,49,1994-04-15,30,365,1,4.41640378548896,53.732912723449
40145,"wagoner",1994,5,11462.6666666667,64,1994-05-15,31,365,1,5.76836412798558,67.9178357004754
40145,"wagoner",1994,6,11471.0833333333,63,1994-06-15,30,365,1,5.6782334384858,69.0851735015773
40145,"wagoner",1994,7,11479.5,55,1994-07-15,31,365,1,4.95718792248761,58.366890055096
40145,"wagoner",1994,8,11487.9166666667,60,1994-08-15,31,365,1,5.40784136998648,63.6729709691957
40145,"wagoner",1994,9,11496.3333333333,63,1994-09-15,30,365,1,5.6782334384858,69.0851735015773
40145,"wagoner",1994,10,11504.75,45,1994-10-15,31,365,1,4.05588102748986,47.7547282268967
40145,"wagoner",1994,11,11513.1666666667,51,1994-11-15,30,365,1,4.59666516448851,55.9260928346102
40145,"wagoner",1994,12,11521.5833333333,50,1994-12-15,31,365,1,4.50653447498873,53.0608091409964
40145,"wagoner",1995,1,11530,49,1995-01-15,31,365,1,4.41640378548896,51.9995929581764
40145,"wagoner",1995,2,11547.75,43,1995-02-15,28,365,1,3.87561964849031,50.5214704178201
40145,"wagoner",1995,3,11565.5,59,1995-03-15,31,365,1,5.31771068048671,62.6117547863757
40145,"wagoner",1995,4,11583.25,48,1995-04-15,30,365,1,4.32627309598918,52.6363226678684
40145,"wagoner",1995,5,11601,51,1995-05-15,31,365,1,4.59666516448851,54.1220253238163
40145,"wagoner",1995,6,11618.75,67,1995-06-15,30,365,1,6.0387561964849,73.4715337238997
40145,"wagoner",1995,7,11636.5,59,1995-07-15,31,365,1,5.31771068048671,62.6117547863757
40145,"wagoner",1995,8,11654.25,63,1995-08-15,31,365,1,5.6782334384858,66.8566195176554
40145,"wagoner",1995,9,11672,54,1995-09-15,30,365,1,4.86705723298783,59.215863001352
40145,"wagoner",1995,10,11689.75,73,1995-10-15,31,365,1,6.57954033348355,77.4687813458547
40145,"wagoner",1995,11,11707.5,42,1995-11-15,30,365,1,3.78548895899054,46.0567823343849
40145,"wagoner",1995,12,11725.25,56,1995-12-15,31,365,1,5.04731861198738,59.428106237916
40145,"wagoner",1996,1,11743,51,1996-01-15,31,366,1,4.59666516448851,54.2703048452514
40145,"wagoner",1996,2,11752,30,1996-02-15,29,366,2,2.70392068499324,34.1253438175009
40145,"wagoner",1996,3,11761,55,1996-03-15,31,366,2,4.95718792248761,58.5267993429182
40145,"wagoner",1996,4,11770,56,1996-04-15,30,366,2,5.04731861198738,61.5772870662461
40145,"wagoner",1996,5,11779,49,1996-05-15,31,366,2,4.41640378548896,52.142057596418
40145,"wagoner",1996,6,11788,57,1996-06-15,30,366,2,5.13744930148716,62.6768814781433
40145,"wagoner",1996,7,11797,59,1996-07-15,31,366,2,5.31771068048671,62.783293840585
40145,"wagoner",1996,8,11806,67,1996-08-15,31,366,2,6.0387561964849,71.2962828359185
40145,"wagoner",1996,9,11815,60,1996-09-15,30,366,2,5.40784136998648,65.9756647138351
40145,"wagoner",1996,10,11824,56,1996-10-15,31,366,2,5.04731861198738,59.5909229673349
40145,"wagoner",1996,11,11833,39,1996-11-15,30,366,2,3.51509689049121,42.8841820639928
40145,"wagoner",1996,12,11842,54,1996-12-15,31,366,2,4.86705723298783,57.4626757185015
40145,"wagoner",1997,1,11851,54,1997-01-15,31,365,2,4.86705723298783,57.3056738722761
40145,"wagoner",1997,2,11861.9166666667,56,1997-02-15,28,365,2,5.04731861198738,65.7954033348355
40145,"wagoner",1997,3,11872.8333333333,47,1997-03-15,31,365,2,4.23614240648941,49.8771605925366
40145,"wagoner",1997,4,11883.75,57,1997-04-15,30,365,2,5.13744930148716,62.5056331680937
40145,"wagoner",1997,5,11894.6666666667,56,1997-05-15,31,365,2,5.04731861198738,59.428106237916
40145,"wagoner",1997,6,11905.5833333333,50,1997-06-15,30,365,2,4.50653447498873,54.8295027790296
40145,"wagoner",1997,7,11916.5,54,1997-07-15,31,365,2,4.86705723298783,57.3056738722761
40145,"wagoner",1997,8,11927.4166666667,68,1997-08-15,31,365,2,6.12888688598468,72.1627004317551
40145,"wagoner",1997,9,11938.3333333333,68,1997-09-15,30,365,2,6.12888688598468,74.5681237794802
40145,"wagoner",1997,10,11949.25,45,1997-10-15,31,365,2,4.05588102748986,47.7547282268967
40145,"wagoner",1997,11,11960.1666666667,44,1997-11-15,30,365,2,3.96575033799009,48.249962445546
40145,"wagoner",1997,12,11971.0833333333,56,1997-12-15,31,365,2,5.04731861198738,59.428106237916
40145,"wagoner",1998,1,11982,58,1998-01-15,31,365,2,5.22757999098693,61.5505386035558
40145,"wagoner",1998,2,11988,63,1998-02-15,28,365,2,5.6782334384858,74.01982875169
40145,"wagoner",1998,3,11994,46,1998-03-15,31,365,2,4.14601171698964,48.8159444097167
40145,"wagoner",1998,4,12000,53,1998-04-15,30,365,2,4.77692654348806,58.1192729457714
40145,"wagoner",1998,5,12006,69,1998-05-15,31,365,2,6.21901757548445,73.223916614575
40145,"wagoner",1998,6,12012,59,1998-06-15,30,365,2,5.31771068048671,64.6988132792549
40145,"wagoner",1998,7,12018,67,1998-07-15,31,365,2,6.0387561964849,71.1014842489352
40145,"wagoner",1998,8,12024,64,1998-08-15,31,365,2,5.76836412798558,67.9178357004754
40145,"wagoner",1998,9,12030,52,1998-09-15,30,365,2,4.68679585398828,57.0226828901908
40145,"wagoner",1998,10,12036,51,1998-10-15,31,365,2,4.59666516448851,54.1220253238163
40145,"wagoner",1998,11,12042,56,1998-11-15,30,365,2,5.04731861198738,61.4090431125132
40145,"wagoner",1998,12,12048,49,1998-12-15,31,365,2,4.41640378548896,51.9995929581764
40145,"wagoner",1999,1,12054,77,1999-01-15,31,365,2,6.94006309148265,81.7136460771344
40145,"wagoner",1999,2,12056.75,49,1999-02-15,28,365,2,4.41640378548896,57.5709779179811
40145,"wagoner",1999,3,12059.5,50,1999-03-15,31,365,2,4.50653447498873,53.0608091409964
40145,"wagoner",1999,4,12062.25,42,1999-04-15,30,365,2,3.78548895899054,46.0567823343849
40145,"wagoner",1999,5,12065,49,1999-05-15,31,365,2,4.41640378548896,51.9995929581764
40145,"wagoner",1999,6,12067.75,69,1999-06-15,30,365,2,6.21901757548445,75.6647138350608
40145,"wagoner",1999,7,12070.5,71,1999-07-15,31,365,2,6.399278954484,75.3463489802149
40145,"wagoner",1999,8,12073.25,61,1999-08-15,31,365,2,5.49797205948625,64.7341871520156
40145,"wagoner",1999,9,12076,60,1999-09-15,30,365,2,5.40784136998648,65.7954033348355
40145,"wagoner",1999,10,12078.75,58,1999-10-15,31,365,2,5.22757999098693,61.5505386035558
40145,"wagoner",1999,11,12081.5,52,1999-11-15,30,365,2,4.68679585398828,57.0226828901908
40145,"wagoner",1999,12,12084.25,58,1999-12-15,31,365,2,5.22757999098693,61.5505386035558
