county_name,year,month,birth_count
osage,93,11,33
osage,93,12,20
osage,94,1,25
osage,94,2,32
osage,94,3,38
osage,94,4,25
osage,94,5,32
osage,94,6,34
osage,94,7,40
osage,94,8,36
osage,94,9,42
osage,94,10,32
osage,94,11,25
osage,94,12,39
osage,95,1,32
osage,95,2,30
osage,95,3,36
osage,95,4,30
osage,95,5,31
osage,95,6,46
osage,95,7,34
osage,95,8,32
osage,95,9,34
osage,95,10,38
osage,95,11,20
osage,95,12,25
osage,96,1,46
osage,96,2,33
osage,96,3,29
osage,96,4,22
osage,96,5,38
osage,96,6,26
osage,96,7,42
osage,96,8,38
osage,96,9,21
osage,96,10,38
osage,96,11,31
osage,96,12,29
osage,97,1,34
osage,97,2,34
osage,97,3,29
osage,97,4,38
osage,97,5,32
osage,97,6,42
osage,97,7,28
osage,97,8,43
osage,97,9,37
osage,97,10,36
osage,97,11,37
osage,97,12,33
osage,98,1,28
osage,98,2,28
osage,98,3,34
osage,98,4,40
osage,98,5,29
osage,98,6,35
osage,98,7,43
osage,98,8,25
osage,98,9,33
osage,98,10,43
osage,98,11,32
osage,98,12,39
osage,99,1,35
osage,99,2,34
osage,99,3,31
osage,99,4,28
osage,99,5,28
osage,99,6,56
osage,99,7,40
osage,99,8,29
osage,99,9,40
osage,99,10,30
osage,99,11,33
osage,99,12,40
pottawat,85,1,85
pottawat,85,2,70
pottawat,85,3,77
pottawat,85,4,87
pottawat,85,5,74
pottawat,85,6,72
pottawat,85,7,84
pottawat,85,8,87
pottawat,85,9,81
pottawat,85,10,70
pottawat,85,11,70
pottawat,85,12,101
pottawat,86,1,72
pottawat,86,2,61
pottawat,86,3,79
pottawat,86,4,62
pottawat,86,5,57
pottawat,86,6,67
pottawat,86,7,90
pottawat,86,8,78
pottawat,86,9,90
pottawat,86,10,65
pottawat,86,11,66
pottawat,86,12,78
pottawat,87,1,83
pottawat,87,2,61
pottawat,87,3,67
pottawat,87,4,81
pottawat,87,5,72
pottawat,87,6,58
pottawat,87,7,74
pottawat,87,8,57
pottawat,87,9,71
pottawat,87,10,82
pottawat,87,11,65
pottawat,87,12,59
pottawat,88,1,82
pottawat,88,2,60
pottawat,88,3,61
pottawat,88,4,72
pottawat,88,5,58
pottawat,88,6,52
pottawat,88,7,71
pottawat,88,8,65
pottawat,88,9,63
pottawat,88,10,77
pottawat,88,11,72
pottawat,88,12,64
pottawat,89,1,74
pottawat,89,2,62
pottawat,89,3,83
pottawat,89,4,48
pottawat,89,5,63
pottawat,89,6,59
pottawat,89,7,65
pottawat,89,8,78
pottawat,89,9,57
pottawat,89,10,59
pottawat,89,11,61
pottawat,89,12,68
pottawat,90,1,62
pottawat,90,2,74
pottawat,90,3,72
pottawat,90,4,60
pottawat,90,5,74
pottawat,90,6,65
pottawat,90,7,79
pottawat,90,8,74
pottawat,90,9,62
pottawat,90,10,72
pottawat,90,11,75
pottawat,90,12,76
pottawat,91,1,63
pottawat,91,2,57
pottawat,91,3,64
pottawat,91,4,61
pottawat,91,5,79
pottawat,91,6,78
pottawat,91,7,76
pottawat,91,8,92
pottawat,91,9,80
pottawat,91,10,70
pottawat,91,11,49
pottawat,91,12,60
pottawat,92,1,62
pottawat,92,2,58
pottawat,92,3,77
pottawat,92,4,63
pottawat,92,5,82
pottawat,92,6,70
pottawat,92,7,74
pottawat,92,8,83
pottawat,92,9,61
pottawat,92,10,66
pottawat,92,11,51
pottawat,92,12,71
pottawat,93,1,67
pottawat,93,2,55
pottawat,93,3,73
pottawat,93,4,68
pottawat,93,5,60
pottawat,93,6,65
pottawat,93,7,64
pottawat,93,8,65
pottawat,93,9,80
pottawat,93,10,56
pottawat,93,11,56
pottawat,93,12,72
pottawat,94,1,63
pottawat,94,2,59
pottawat,94,3,69
pottawat,94,4,69
pottawat,94,5,66
pottawat,94,6,58
pottawat,94,7,70
pottawat,94,8,80
pottawat,94,9,82
pottawat,94,10,52
pottawat,94,11,62
pottawat,94,12,54
pottawat,95,1,76
pottawat,95,2,60
pottawat,95,3,77
pottawat,95,4,52
pottawat,95,5,71
pottawat,95,6,82
pottawat,95,7,69
pottawat,95,8,57
pottawat,95,9,69
pottawat,95,10,64
pottawat,95,11,76
pottawat,95,12,58
pottawat,96,1,72
pottawat,96,2,58
pottawat,96,3,61
pottawat,96,4,65
pottawat,96,5,64
pottawat,96,6,67
pottawat,96,7,71
pottawat,96,8,81
pottawat,96,9,83
pottawat,96,10,70
pottawat,96,11,70
pottawat,96,12,68
pottawat,97,1,74
pottawat,97,2,49
pottawat,97,3,74
pottawat,97,4,75
pottawat,97,5,78
pottawat,97,6,52
pottawat,97,7,86
pottawat,97,8,89
pottawat,97,9,78
pottawat,97,10,71
pottawat,97,11,68
pottawat,97,12,75
pottawat,98,1,69
pottawat,98,2,58
pottawat,98,3,66
pottawat,98,4,75
pottawat,98,5,79
pottawat,98,6,59
pottawat,98,7,71
pottawat,98,8,70
pottawat,98,9,85
pottawat,98,10,72
pottawat,98,11,83
pottawat,98,12,77
pottawat,99,1,77
pottawat,99,2,57
pottawat,99,3,76
pottawat,99,4,66
pottawat,99,5,73
pottawat,99,6,84
pottawat,99,7,89
pottawat,99,8,81
pottawat,99,9,76
pottawat,99,10,80
pottawat,99,11,73
pottawat,99,12,72
rogers,85,1,71
rogers,85,2,57
rogers,85,3,56
rogers,85,4,73
rogers,85,5,77
rogers,85,6,58
rogers,85,7,67
rogers,85,8,74
rogers,85,9,64
rogers,85,10,72
rogers,85,11,47
rogers,85,12,73
rogers,86,1,62
rogers,86,2,64
rogers,86,3,85
rogers,86,4,66
rogers,86,5,76
rogers,86,6,70
rogers,86,7,84
rogers,86,8,74
rogers,86,9,79
rogers,86,10,80
rogers,86,11,65
rogers,86,12,70
rogers,87,1,62
rogers,87,2,64
rogers,87,3,65
rogers,87,4,61
rogers,87,5,44
rogers,87,6,61
rogers,87,7,74
rogers,87,8,72
rogers,87,9,76
rogers,87,10,68
rogers,87,11,58
rogers,87,12,71
rogers,88,1,58
rogers,88,2,67
rogers,88,3,64
rogers,88,4,45
rogers,88,5,64
rogers,88,6,69
rogers,88,7,67
rogers,88,8,57
rogers,88,9,74
rogers,88,10,66
rogers,88,11,64
rogers,88,12,67
rogers,89,1,57
rogers,89,2,67
rogers,89,3,64
rogers,89,4,60
rogers,89,5,62
rogers,89,6,87
rogers,89,7,62
rogers,89,8,71
rogers,89,9,59
rogers,89,10,64
rogers,89,11,70
rogers,89,12,62
rogers,90,1,68
rogers,90,2,56
rogers,90,3,87
rogers,90,4,65
rogers,90,5,69
rogers,90,6,76
rogers,90,7,69
rogers,90,8,75
rogers,90,9,73
rogers,90,10,80
rogers,90,11,52
rogers,90,12,65
rogers,91,1,75
rogers,91,2,49
rogers,91,3,62
rogers,91,4,70
rogers,91,5,63
rogers,91,6,70
rogers,91,7,67
rogers,91,8,63
rogers,91,9,70
rogers,91,10,76
rogers,91,11,75
rogers,91,12,68
rogers,92,1,57
rogers,92,2,71
rogers,92,3,56
rogers,92,4,64
rogers,92,5,65
rogers,92,6,74
rogers,92,7,67
rogers,92,8,69
rogers,92,9,70
rogers,92,10,52
rogers,92,11,54
rogers,92,12,75
rogers,93,1,73
rogers,93,2,66
rogers,93,3,63
rogers,93,4,68
rogers,93,5,64
rogers,93,6,79
rogers,93,7,55
rogers,93,8,78
rogers,93,9,69
rogers,93,10,64
rogers,93,11,54
rogers,93,12,76
rogers,94,1,61
rogers,94,2,54
rogers,94,3,74
rogers,94,4,56
rogers,94,5,63
rogers,94,6,64
rogers,94,7,69
rogers,94,8,88
rogers,94,9,70
rogers,94,10,58
rogers,94,11,79
rogers,94,12,64
rogers,95,1,67
rogers,95,2,60
rogers,95,3,69
rogers,95,4,72
rogers,95,5,61
rogers,95,6,78
rogers,95,7,70
rogers,95,8,94
rogers,95,9,85
rogers,95,10,65
rogers,95,11,70
rogers,95,12,65
rogers,96,1,60
rogers,96,2,71
rogers,96,3,73
rogers,96,4,61
rogers,96,5,70
rogers,96,6,66
rogers,96,7,70
rogers,96,8,66
rogers,96,9,71
rogers,96,10,72
rogers,96,11,74
rogers,96,12,64
rogers,97,1,62
rogers,97,2,61
rogers,97,3,78
rogers,97,4,74
rogers,97,5,66
rogers,97,6,73
rogers,97,7,69
rogers,97,8,65
rogers,97,9,67
rogers,97,10,78
rogers,97,11,63
rogers,97,12,76
rogers,98,1,67
rogers,98,2,77
rogers,98,3,73
rogers,98,4,72
rogers,98,5,71
rogers,98,6,76
rogers,98,7,82
rogers,98,8,77
rogers,98,9,71
rogers,98,10,62
rogers,98,11,78
rogers,98,12,56
rogers,99,1,61
rogers,99,2,68
rogers,99,3,76
rogers,99,4,68
rogers,99,5,57
rogers,99,6,56
rogers,99,7,88
rogers,99,8,77
rogers,99,9,91
rogers,99,10,81
rogers,99,11,74
rogers,99,12,82
tulsa,85,1,684
tulsa,85,2,666
tulsa,85,3,742
tulsa,85,4,729
tulsa,85,5,765
tulsa,85,6,732
tulsa,85,7,794
tulsa,85,8,762
tulsa,85,9,760
tulsa,85,10,737
tulsa,85,11,726
tulsa,85,12,742
tulsa,86,1,729
tulsa,86,2,648
tulsa,86,3,725
tulsa,86,4,698
tulsa,86,5,671
tulsa,86,6,698
tulsa,86,7,751
tulsa,86,8,771
tulsa,86,9,725
tulsa,86,10,773
tulsa,86,11,667
tulsa,86,12,653
tulsa,87,1,661
tulsa,87,2,653
tulsa,87,3,697
tulsa,87,4,651
tulsa,87,5,685
tulsa,87,6,691
tulsa,87,7,744
tulsa,87,8,721
tulsa,87,9,711
tulsa,87,10,777
tulsa,87,11,695
tulsa,87,12,731
tulsa,88,1,637
tulsa,88,2,661
tulsa,88,3,691
tulsa,88,4,722
tulsa,88,5,692
tulsa,88,6,688
tulsa,88,7,777
tulsa,88,8,712
tulsa,88,9,762
tulsa,88,10,716
tulsa,88,11,680
tulsa,88,12,653
tulsa,89,1,655
tulsa,89,2,608
tulsa,89,3,666
tulsa,89,4,690
tulsa,89,5,723
tulsa,89,6,726
tulsa,89,7,758
tulsa,89,8,737
tulsa,89,9,765
tulsa,89,10,679
tulsa,89,11,694
tulsa,89,12,654
tulsa,90,1,737
tulsa,90,2,673
tulsa,90,3,779
tulsa,90,4,717
tulsa,90,5,712
tulsa,90,6,745
tulsa,90,7,777
tulsa,90,8,813
tulsa,90,9,742
tulsa,90,10,766
tulsa,90,11,705
tulsa,90,12,697
tulsa,91,1,704
tulsa,91,2,686
tulsa,91,3,722
tulsa,91,4,693
tulsa,91,5,722
tulsa,91,6,722
tulsa,91,7,827
tulsa,91,8,755
tulsa,91,9,824
tulsa,91,10,806
tulsa,91,11,717
tulsa,91,12,742
tulsa,92,1,683
tulsa,92,2,697
tulsa,92,3,728
tulsa,92,4,688
tulsa,92,5,708
tulsa,92,6,735
tulsa,92,7,788
tulsa,92,8,752
tulsa,92,9,734
tulsa,92,10,725
tulsa,92,11,670
tulsa,92,12,664
tulsa,93,1,661
tulsa,93,2,658
tulsa,93,3,756
tulsa,93,4,718
tulsa,93,5,710
tulsa,93,6,750
tulsa,93,7,734
tulsa,93,8,708
tulsa,93,9,781
tulsa,93,10,722
tulsa,93,11,688
tulsa,93,12,749
tulsa,94,1,681
tulsa,94,2,641
tulsa,94,3,721
tulsa,94,4,680
tulsa,94,5,675
tulsa,94,6,688
tulsa,94,7,674
tulsa,94,8,752
tulsa,94,9,715
tulsa,94,10,707
tulsa,94,11,595
tulsa,94,12,686
tulsa,95,1,691
tulsa,95,2,641
tulsa,95,3,665
tulsa,95,4,673
tulsa,95,5,676
tulsa,95,6,651
tulsa,95,7,674
tulsa,95,8,715
tulsa,95,9,693
tulsa,95,10,675
tulsa,95,11,692
tulsa,95,12,622
tulsa,96,1,667
tulsa,96,2,628
tulsa,96,3,656
tulsa,96,4,656
tulsa,96,5,632
tulsa,96,6,619
tulsa,96,7,749
tulsa,96,8,767
tulsa,96,9,749
tulsa,96,10,725
tulsa,96,11,630
tulsa,96,12,688
tulsa,97,1,695
tulsa,97,2,665
tulsa,97,3,699
tulsa,97,4,670
tulsa,97,5,679
tulsa,97,6,732
tulsa,97,7,796
tulsa,97,8,769
tulsa,97,9,776
tulsa,97,10,740
tulsa,97,11,750
tulsa,97,12,753
tulsa,98,1,774
tulsa,98,2,675
tulsa,98,3,733
tulsa,98,4,737
tulsa,98,5,778
tulsa,98,6,720
tulsa,98,7,788
tulsa,98,8,844
tulsa,98,9,793
tulsa,98,10,747
tulsa,98,11,749
tulsa,98,12,799
tulsa,99,1,748
tulsa,99,2,709
tulsa,99,3,779
tulsa,99,4,703
tulsa,99,5,721
tulsa,99,6,768
tulsa,99,7,795
tulsa,99,8,841
tulsa,99,9,819
tulsa,99,10,820
tulsa,99,11,721
tulsa,99,12,761
wagoner,85,1,53
wagoner,85,2,44
wagoner,85,3,57
wagoner,85,4,44
wagoner,85,5,63
wagoner,85,6,50
wagoner,85,7,75
wagoner,85,8,62
wagoner,85,9,55
wagoner,85,10,75
wagoner,85,11,52
wagoner,85,12,57
wagoner,86,1,51
wagoner,86,2,54
wagoner,86,3,62
wagoner,86,4,42
wagoner,86,5,53
wagoner,86,6,43
wagoner,86,7,54
wagoner,86,8,58
wagoner,86,9,75
wagoner,86,10,42
wagoner,86,11,44
wagoner,86,12,61
wagoner,87,1,53
wagoner,87,2,52
wagoner,87,3,63
wagoner,87,4,40
wagoner,87,5,48
wagoner,87,6,44
wagoner,87,7,54
wagoner,87,8,55
wagoner,87,9,55
wagoner,87,10,56
wagoner,87,11,46
wagoner,87,12,52
wagoner,88,1,46
wagoner,88,2,55
wagoner,88,3,51
wagoner,88,4,46
wagoner,88,5,55
wagoner,88,6,37
wagoner,88,7,62
wagoner,88,8,60
wagoner,88,9,60
wagoner,88,10,57
wagoner,88,11,58
wagoner,88,12,53
wagoner,89,1,42
wagoner,89,2,60
wagoner,89,3,41
wagoner,89,4,64
wagoner,89,5,46
wagoner,89,6,60
wagoner,89,7,67
wagoner,89,8,63
wagoner,89,9,48
wagoner,89,10,61
wagoner,89,11,58
wagoner,89,12,43
wagoner,90,1,45
wagoner,90,2,38
wagoner,90,3,41
wagoner,90,4,34
wagoner,90,5,45
wagoner,90,6,52
wagoner,90,7,58
wagoner,90,8,54
wagoner,90,9,59
wagoner,90,10,60
wagoner,90,11,48
wagoner,90,12,60
wagoner,91,1,66
wagoner,91,2,60
wagoner,91,3,56
wagoner,91,4,54
wagoner,91,5,53
wagoner,91,6,52
wagoner,91,7,65
wagoner,91,8,61
wagoner,91,9,49
wagoner,91,10,74
wagoner,91,11,45
wagoner,91,12,61
wagoner,92,1,55
wagoner,92,2,53
wagoner,92,3,43
wagoner,92,4,48
wagoner,92,5,60
wagoner,92,6,54
wagoner,92,7,54
wagoner,92,8,61
wagoner,92,9,45
wagoner,92,10,67
wagoner,92,11,57
wagoner,92,12,51
wagoner,93,1,36
wagoner,93,2,48
wagoner,93,3,55
wagoner,93,4,61
wagoner,93,5,51
wagoner,93,6,43
wagoner,93,7,50
wagoner,93,8,61
wagoner,93,9,55
wagoner,93,10,54
wagoner,93,11,59
wagoner,93,12,58
wagoner,94,1,49
wagoner,94,2,47
wagoner,94,3,51
wagoner,94,4,49
wagoner,94,5,64
wagoner,94,6,63
wagoner,94,7,55
wagoner,94,8,60
wagoner,94,9,63
wagoner,94,10,45
wagoner,94,11,51
wagoner,94,12,50
wagoner,95,1,49
wagoner,95,2,43
wagoner,95,3,59
wagoner,95,4,48
wagoner,95,5,51
wagoner,95,6,67
wagoner,95,7,59
wagoner,95,8,63
wagoner,95,9,54
wagoner,95,10,73
wagoner,95,11,42
wagoner,95,12,56
wagoner,96,1,51
wagoner,96,2,30
wagoner,96,3,55
wagoner,96,4,56
wagoner,96,5,49
wagoner,96,6,57
wagoner,96,7,59
wagoner,96,8,67
wagoner,96,9,60
wagoner,96,10,56
wagoner,96,11,39
wagoner,96,12,54
wagoner,97,1,54
wagoner,97,2,56
wagoner,97,3,47
wagoner,97,4,57
wagoner,97,5,56
wagoner,97,6,50
wagoner,97,7,54
wagoner,97,8,68
wagoner,97,9,68
wagoner,97,10,45
wagoner,97,11,44
wagoner,97,12,56
wagoner,98,1,58
wagoner,98,2,63
wagoner,98,3,46
wagoner,98,4,53
wagoner,98,5,69
wagoner,98,6,59
wagoner,98,7,67
wagoner,98,8,64
wagoner,98,9,52
wagoner,98,10,51
wagoner,98,11,56
wagoner,98,12,49
wagoner,99,1,77
wagoner,99,2,49
wagoner,99,3,50
wagoner,99,4,42
wagoner,99,5,49
wagoner,99,6,69
wagoner,99,7,71
wagoner,99,8,61
wagoner,99,9,60
wagoner,99,10,58
wagoner,99,11,52
wagoner,99,12,58
